;matches_home_team_id;home_team_name
854;T-41;Italy
855;T-41;Italy
856;T-41;Italy
857;T-41;Italy
858;T-86;West Germany
859;T-09;Brazil
860;T-09;Brazil
861;T-09;Brazil
862;T-09;Brazil
863;T-09;Brazil
864;T-09;Brazil
865;T-86;West Germany
866;T-24;East Germany
867;T-24;East Germany
868;T-88;Zaire
869;T-88;Zaire
870;T-74;Sweden
871;T-84;Uruguay
872;T-84;Uruguay
873;T-41;Italy
874;T-41;Italy
875;T-41;Italy
876;T-41;Italy
877;T-57;Poland
878;T-57;Poland
879;T-57;Poland
880;T-57;Poland
881;T-57;Poland
882;T-04;Australia
883;T-04;Australia
884;T-04;Australia
885;T-13;Chile
886;T-13;Chile
887;T-64;Scotland
888;T-87;Yugoslavia
889;T-87;Yugoslavia
890;T-87;Yugoslavia
891;T-87;Yugoslavia
892;T-87;Yugoslavia
893;T-87;Yugoslavia
894;T-87;Yugoslavia
895;T-87;Yugoslavia
896;T-87;Yugoslavia
897;T-10;Bulgaria
898;T-10;Bulgaria
899;T-48;Netherlands
900;T-03;Argentina
901;T-03;Argentina
902;T-34;Haiti
903;T-34;Haiti
904;T-34;Haiti
905;T-34;Haiti
906;T-34;Haiti
907;T-34;Haiti
908;T-34;Haiti
909;T-04;Australia
910;T-64;Scotland
911;T-64;Scotland
912;T-88;Zaire
913;T-88;Zaire
914;T-88;Zaire
915;T-24;East Germany
916;T-10;Bulgaria
917;T-10;Bulgaria
918;T-10;Bulgaria
919;T-10;Bulgaria
920;T-10;Bulgaria
921;T-74;Sweden
922;T-74;Sweden
923;T-74;Sweden
924;T-03;Argentina
925;T-03;Argentina
926;T-03;Argentina
927;T-03;Argentina
928;T-03;Argentina
929;T-57;Poland
930;T-57;Poland
931;T-57;Poland
932;T-87;Yugoslavia
933;T-87;Yugoslavia
934;T-09;Brazil
935;T-48;Netherlands
936;T-48;Netherlands
937;T-48;Netherlands
938;T-48;Netherlands
939;T-74;Sweden
940;T-03;Argentina
941;T-03;Argentina
942;T-03;Argentina
943;T-24;East Germany
944;T-24;East Germany
945;T-57;Poland
946;T-57;Poland
947;T-57;Poland
948;T-86;West Germany
949;T-86;West Germany
950;T-86;West Germany
951;T-86;West Germany
952;T-86;West Germany
953;T-86;West Germany
954;T-57;Poland
955;T-03;Argentina
956;T-03;Argentina
957;T-48;Netherlands
958;T-48;Netherlands
959;T-74;Sweden
960;T-74;Sweden
961;T-74;Sweden
962;T-09;Brazil
963;T-48;Netherlands
964;T-48;Netherlands
965;T-48;Netherlands
966;T-86;West Germany
967;T-41;Italy
968;T-41;Italy
969;T-41;Italy
970;T-79;Tunisia
971;T-79;Tunisia
972;T-79;Tunisia
973;T-79;Tunisia
974;T-03;Argentina
975;T-03;Argentina
976;T-03;Argentina
977;T-05;Austria
978;T-05;Austria
979;T-05;Austria
980;T-09;Brazil
981;T-09;Brazil
982;T-48;Netherlands
983;T-48;Netherlands
984;T-48;Netherlands
985;T-56;Peru
986;T-56;Peru
987;T-56;Peru
988;T-56;Peru
989;T-41;Italy
990;T-41;Italy
991;T-41;Italy
992;T-41;Italy
993;T-57;Poland
994;T-86;West Germany
995;T-86;West Germany
996;T-86;West Germany
997;T-86;West Germany
998;T-86;West Germany
999;T-86;West Germany
1000;T-03;Argentina
1001;T-03;Argentina
1002;T-03;Argentina
1003;T-05;Austria
1004;T-09;Brazil
1005;T-48;Netherlands
1006;T-64;Scotland
1007;T-64;Scotland
1008;T-30;France
1009;T-30;France
1010;T-30;France
1011;T-30;France
1012;T-57;Poland
1013;T-57;Poland
1014;T-57;Poland
1015;T-57;Poland
1016;T-86;West Germany
1017;T-03;Argentina
1018;T-09;Brazil
1019;T-73;Spain
1020;T-56;Peru
1021;T-56;Peru
1022;T-56;Peru
1023;T-56;Peru
1024;T-56;Peru
1025;T-64;Scotland
1026;T-64;Scotland
1027;T-64;Scotland
1028;T-64;Scotland
1029;T-64;Scotland
1030;T-05;Austria
1031;T-05;Austria
1032;T-05;Austria
1033;T-05;Austria
1034;T-05;Austria
1035;T-05;Austria
1036;T-41;Italy
1037;T-09;Brazil
1038;T-09;Brazil
1039;T-09;Brazil
1040;T-03;Argentina
1041;T-03;Argentina
1042;T-56;Peru
1043;T-41;Italy
1044;T-48;Netherlands
1045;T-48;Netherlands
1046;T-48;Netherlands
1047;T-48;Netherlands
1048;T-03;Argentina
1049;T-05;Austria
1050;T-05;Austria
1051;T-05;Austria
1052;T-05;Austria
1053;T-05;Austria
1054;T-41;Italy
1055;T-41;Italy
1056;T-41;Italy
1057;T-09;Brazil
1058;T-09;Brazil
1059;T-09;Brazil
1060;T-09;Brazil
1061;T-03;Argentina
1062;T-03;Argentina
1063;T-03;Argentina
1064;T-03;Argentina
1065;T-03;Argentina
1066;T-03;Argentina
1067;T-09;Brazil
1068;T-09;Brazil
1069;T-09;Brazil
1070;T-03;Argentina
1071;T-03;Argentina
1072;T-03;Argentina
1073;T-03;Argentina
1074;T-03;Argentina
1075;T-41;Italy
1076;T-09;Brazil
1077;T-09;Brazil
1078;T-09;Brazil
1079;T-56;Peru
1080;T-36;Hungary
1081;T-36;Hungary
1082;T-36;Hungary
1083;T-36;Hungary
1084;T-36;Hungary
1085;T-36;Hungary
1086;T-36;Hungary
1087;T-36;Hungary
1088;T-36;Hungary
1089;T-36;Hungary
1090;T-36;Hungary
1091;T-64;Scotland
1092;T-64;Scotland
1093;T-64;Scotland
1094;T-64;Scotland
1095;T-64;Scotland
1096;T-64;Scotland
1097;T-64;Scotland
1098;T-86;West Germany
1099;T-86;West Germany
1100;T-86;West Germany
1101;T-28;England
1102;T-28;England
1103;T-28;England
1104;T-28;England
1105;T-73;Spain
1106;T-73;Spain
1107;T-13;Chile
1108;T-21;Czechoslovakia
1109;T-21;Czechoslovakia
1110;T-87;Yugoslavia
1111;T-41;Italy
1112;T-41;Italy
1113;T-03;Argentina
1114;T-03;Argentina
1115;T-03;Argentina
1116;T-03;Argentina
1117;T-03;Argentina
1118;T-09;Brazil
1119;T-09;Brazil
1120;T-09;Brazil
1121;T-09;Brazil
1122;T-09;Brazil
1123;T-57;Poland
1124;T-06;Belgium
1125;T-72;Soviet Union
1126;T-72;Soviet Union
1127;T-72;Soviet Union
1128;T-86;West Germany
1129;T-86;West Germany
1130;T-86;West Germany
1131;T-86;West Germany
1132;T-86;West Germany
1133;T-28;England
1134;T-28;England
1135;T-73;Spain
1136;T-73;Spain
1137;T-73;Spain
1138;T-01;Algeria
1139;T-01;Algeria
1140;T-30;France
1141;T-30;France
1142;T-30;France
1143;T-30;France
1144;T-30;France
1145;T-35;Honduras
1146;T-35;Honduras
1147;T-57;Poland
1148;T-57;Poland
1149;T-57;Poland
1150;T-57;Poland
1151;T-57;Poland
1152;T-57;Poland
1153;T-06;Belgium
1154;T-06;Belgium
1155;T-72;Soviet Union
1156;T-72;Soviet Union
1157;T-72;Soviet Union
1158;T-72;Soviet Union
1159;T-41;Italy
1160;T-41;Italy
1161;T-03;Argentina
1162;T-03;Argentina
1163;T-09;Brazil
1164;T-09;Brazil
1165;T-09;Brazil
1166;T-09;Brazil
1167;T-01;Algeria
1168;T-01;Algeria
1169;T-01;Algeria
1170;T-01;Algeria
1171;T-01;Algeria
1172;T-30;France
1173;T-30;France
1174;T-35;Honduras
1175;T-86;West Germany
1176;T-28;England
1177;T-73;Spain
1178;T-05;Austria
1179;T-57;Poland
1180;T-57;Poland
1181;T-57;Poland
1182;T-41;Italy
1183;T-41;Italy
1184;T-41;Italy
1185;T-86;West Germany
1186;T-05;Austria
1187;T-05;Austria
1188;T-05;Austria
1189;T-05;Austria
1190;T-06;Belgium
1191;T-03;Argentina
1192;T-03;Argentina
1193;T-03;Argentina
1194;T-03;Argentina
1195;T-86;West Germany
1196;T-86;West Germany
1197;T-86;West Germany
1198;T-30;France
1199;T-30;France
1200;T-30;France
1201;T-30;France
1202;T-30;France
1203;T-72;Soviet Union
1204;T-41;Italy
1205;T-41;Italy
1206;T-41;Italy
1207;T-41;Italy
1208;T-41;Italy
1209;T-73;Spain
1210;T-57;Poland
1211;T-57;Poland
1212;T-86;West Germany
1213;T-86;West Germany
1214;T-86;West Germany
1215;T-86;West Germany
1216;T-86;West Germany
1217;T-86;West Germany
1218;T-57;Poland
1219;T-57;Poland
1220;T-57;Poland
1221;T-57;Poland
1222;T-57;Poland
1223;T-41;Italy
1224;T-41;Italy
1225;T-41;Italy
1226;T-41;Italy
1227;T-10;Bulgaria
1228;T-10;Bulgaria
1229;T-73;Spain
1230;T-12;Canada
1231;T-03;Argentina
1232;T-03;Argentina
1233;T-03;Argentina
1234;T-03;Argentina
1235;T-72;Soviet Union
1236;T-72;Soviet Union
1237;T-72;Soviet Union
1238;T-72;Soviet Union
1239;T-72;Soviet Union
1240;T-72;Soviet Union
