;matches_stadium_id;stadiums_stadium_name;stadiums_city_name;stadiums_country_name;stadiums_stadium_capacity
914;S-088;Parkstadion;Gelsenkirchen;Germany;72000
915;S-089;Volksparkstadion;Hamburg;Germany;61000
916;S-083;Westfalenstadion;Dortmund;Germany;65000
917;S-083;Westfalenstadion;Dortmund;Germany;65000
918;S-083;Westfalenstadion;Dortmund;Germany;65000
919;S-083;Westfalenstadion;Dortmund;Germany;65000
920;S-083;Westfalenstadion;Dortmund;Germany;65000
921;S-085;Rheinstadion;Düsseldorf;Germany;70000
922;S-085;Rheinstadion;Düsseldorf;Germany;70000
923;S-085;Rheinstadion;Düsseldorf;Germany;70000
924;S-096;Olympiastadion;Munich;Germany;78000
925;S-096;Olympiastadion;Munich;Germany;78000
926;S-096;Olympiastadion;Munich;Germany;78000
927;S-096;Olympiastadion;Munich;Germany;78000
928;S-096;Olympiastadion;Munich;Germany;78000
929;S-099;Neckarstadion;Stuttgart;Germany;72000
930;S-099;Neckarstadion;Stuttgart;Germany;72000
931;S-099;Neckarstadion;Stuttgart;Germany;72000
932;S-085;Rheinstadion;Düsseldorf;Germany;70000
933;S-085;Rheinstadion;Düsseldorf;Germany;70000
934;S-090;Niedersachsenstadion;Hanover;Germany;60000
935;S-088;Parkstadion;Gelsenkirchen;Germany;72000
936;S-088;Parkstadion;Gelsenkirchen;Germany;72000
937;S-088;Parkstadion;Gelsenkirchen;Germany;72000
938;S-088;Parkstadion;Gelsenkirchen;Germany;72000
939;S-099;Neckarstadion;Stuttgart;Germany;72000
940;S-090;Niedersachsenstadion;Hanover;Germany;60000
941;S-090;Niedersachsenstadion;Hanover;Germany;60000
942;S-090;Niedersachsenstadion;Hanover;Germany;60000
943;S-088;Parkstadion;Gelsenkirchen;Germany;72000
944;S-088;Parkstadion;Gelsenkirchen;Germany;72000
945;S-086;Waldstadion;Frankfurt;Germany;62000
946;S-086;Waldstadion;Frankfurt;Germany;62000
947;S-086;Waldstadion;Frankfurt;Germany;62000
948;S-085;Rheinstadion;Düsseldorf;Germany;70000
949;S-085;Rheinstadion;Düsseldorf;Germany;70000
950;S-085;Rheinstadion;Düsseldorf;Germany;70000
951;S-085;Rheinstadion;Düsseldorf;Germany;70000
952;S-085;Rheinstadion;Düsseldorf;Germany;70000
953;S-085;Rheinstadion;Düsseldorf;Germany;70000
954;S-086;Waldstadion;Frankfurt;Germany;62000
955;S-088;Parkstadion;Gelsenkirchen;Germany;72000
956;S-088;Parkstadion;Gelsenkirchen;Germany;72000
957;S-083;Westfalenstadion;Dortmund;Germany;65000
958;S-083;Westfalenstadion;Dortmund;Germany;65000
959;S-085;Rheinstadion;Düsseldorf;Germany;70000
960;S-085;Rheinstadion;Düsseldorf;Germany;70000
961;S-085;Rheinstadion;Düsseldorf;Germany;70000
962;S-096;Olympiastadion;Munich;Germany;78000
963;S-096;Olympiastadion;Munich;Germany;78000
964;S-096;Olympiastadion;Munich;Germany;78000
965;S-096;Olympiastadion;Munich;Germany;78000
966;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
967;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
968;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
969;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
970;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
971;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
972;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
973;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
974;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
975;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
976;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
977;S-001;Estadio José Amalfitani;Buenos Aires;Argentina;49000
978;S-001;Estadio José Amalfitani;Buenos Aires;Argentina;49000
979;S-001;Estadio José Amalfitani;Buenos Aires;Argentina;49000
980;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
981;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
982;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
983;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
984;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
985;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
986;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
987;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
988;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
989;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
990;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
991;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
992;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
993;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
994;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
995;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
996;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
997;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
998;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
999;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1000;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1001;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1002;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1003;S-001;Estadio José Amalfitani;Buenos Aires;Argentina;49000
1004;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
1005;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1006;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1007;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1008;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
1009;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
1010;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
1011;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
1012;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1013;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1014;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1015;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1016;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1017;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1018;S-004;Estadio José María Minella;Mar del Plata;Argentina;44000
1019;S-001;Estadio José Amalfitani;Buenos Aires;Argentina;49000
1020;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1021;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1022;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1023;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1024;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1025;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1026;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1027;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1028;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1029;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1030;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1031;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1032;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1033;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1034;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1035;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1036;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1037;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1038;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1039;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1040;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1041;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1042;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1043;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1044;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1045;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1046;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1047;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1048;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1049;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1050;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1051;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1052;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1053;S-003;Estadio Chateau Carreras;Córdoba;Argentina;47000
1054;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1055;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1056;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1057;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1058;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1059;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1060;S-005;Estadio Ciudad de Mendoza;Mendoza;Argentina;35000
1061;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1062;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1063;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1064;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1065;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1066;S-006;Estadio Gigante de Arroyito;Rosario;Argentina;46000
1067;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1068;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1069;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1070;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1071;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1072;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1073;S-002;Estadio Monumental;Buenos Aires;Argentina;75000
1074;S-182;Camp Nou;Barcelona;Spain;121000
1075;S-195;Balaídos;Vigo;Spain;33000
1076;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1077;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1078;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1079;S-180;Estadio Riazor;A Coruña;Spain;34000
1080;S-185;Nuevo Estadio;Elche;Spain;53000
1081;S-185;Nuevo Estadio;Elche;Spain;53000
1082;S-185;Nuevo Estadio;Elche;Spain;53000
1083;S-185;Nuevo Estadio;Elche;Spain;53000
1084;S-185;Nuevo Estadio;Elche;Spain;53000
1085;S-185;Nuevo Estadio;Elche;Spain;53000
1086;S-185;Nuevo Estadio;Elche;Spain;53000
1087;S-185;Nuevo Estadio;Elche;Spain;53000
1088;S-185;Nuevo Estadio;Elche;Spain;53000
1089;S-185;Nuevo Estadio;Elche;Spain;53000
1090;S-185;Nuevo Estadio;Elche;Spain;53000
1091;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1092;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1093;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1094;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1095;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1096;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1097;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1098;S-186;Estadio El Molinón;Gijón;Spain;45000
1099;S-186;Estadio El Molinón;Gijón;Spain;45000
1100;S-186;Estadio El Molinón;Gijón;Spain;45000
1101;S-184;Estadio San Mamés;Bilbao;Spain;46000
1102;S-184;Estadio San Mamés;Bilbao;Spain;46000
1103;S-184;Estadio San Mamés;Bilbao;Spain;46000
1104;S-184;Estadio San Mamés;Bilbao;Spain;46000
1105;S-193;Estadio Luis Casanova;Valencia;Spain;50000
1106;S-193;Estadio Luis Casanova;Valencia;Spain;50000
1107;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1108;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1109;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1110;S-196;Estadio La Romareda;Zaragoza;Spain;42000
1111;S-195;Balaídos;Vigo;Spain;33000
1112;S-195;Balaídos;Vigo;Spain;33000
1113;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1114;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1115;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1116;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1117;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1118;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1119;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1120;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1121;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1122;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1123;S-180;Estadio Riazor;A Coruña;Spain;34000
1124;S-185;Nuevo Estadio;Elche;Spain;53000
1125;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1126;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1127;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1128;S-186;Estadio El Molinón;Gijón;Spain;45000
1129;S-186;Estadio El Molinón;Gijón;Spain;45000
1130;S-186;Estadio El Molinón;Gijón;Spain;45000
1131;S-186;Estadio El Molinón;Gijón;Spain;45000
1132;S-186;Estadio El Molinón;Gijón;Spain;45000
1133;S-184;Estadio San Mamés;Bilbao;Spain;46000
1134;S-184;Estadio San Mamés;Bilbao;Spain;46000
1135;S-193;Estadio Luis Casanova;Valencia;Spain;50000
1136;S-193;Estadio Luis Casanova;Valencia;Spain;50000
1137;S-193;Estadio Luis Casanova;Valencia;Spain;50000
1138;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1139;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1140;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1141;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1142;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1143;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1144;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1145;S-196;Estadio La Romareda;Zaragoza;Spain;42000
1146;S-196;Estadio La Romareda;Zaragoza;Spain;42000
1147;S-180;Estadio Riazor;A Coruña;Spain;34000
1148;S-180;Estadio Riazor;A Coruña;Spain;34000
1149;S-180;Estadio Riazor;A Coruña;Spain;34000
1150;S-180;Estadio Riazor;A Coruña;Spain;34000
1151;S-180;Estadio Riazor;A Coruña;Spain;34000
1152;S-180;Estadio Riazor;A Coruña;Spain;34000
1153;S-185;Nuevo Estadio;Elche;Spain;53000
1154;S-185;Nuevo Estadio;Elche;Spain;53000
1155;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1156;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1157;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1158;S-189;Estadio La Rosaleda;Málaga;Spain;45000
1159;S-195;Balaídos;Vigo;Spain;33000
1160;S-195;Balaídos;Vigo;Spain;33000
1161;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1162;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1163;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1164;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1165;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1166;S-191;Estadio Benito Villamarín;Seville;Spain;50000
1167;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1168;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1169;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1170;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1171;S-190;Estadio Carlos Tartiere;Oviedo;Spain;24000
1172;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1173;S-194;Estadio José Zorrilla;Valladolid;Spain;30000
1174;S-196;Estadio La Romareda;Zaragoza;Spain;42000
1175;S-186;Estadio El Molinón;Gijón;Spain;45000
1176;S-184;Estadio San Mamés;Bilbao;Spain;46000
1177;S-193;Estadio Luis Casanova;Valencia;Spain;50000
1178;S-188;Vicente Calderón;Madrid;Spain;66000
1179;S-182;Camp Nou;Barcelona;Spain;121000
1180;S-182;Camp Nou;Barcelona;Spain;121000
1181;S-182;Camp Nou;Barcelona;Spain;121000
1182;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1183;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1184;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1185;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1186;S-188;Vicente Calderón;Madrid;Spain;66000
1187;S-188;Vicente Calderón;Madrid;Spain;66000
1188;S-188;Vicente Calderón;Madrid;Spain;66000
1189;S-188;Vicente Calderón;Madrid;Spain;66000
1190;S-182;Camp Nou;Barcelona;Spain;121000
1191;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1192;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1193;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1194;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1195;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1196;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1197;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1198;S-188;Vicente Calderón;Madrid;Spain;66000
1199;S-188;Vicente Calderón;Madrid;Spain;66000
1200;S-188;Vicente Calderón;Madrid;Spain;66000
1201;S-188;Vicente Calderón;Madrid;Spain;66000
1202;S-188;Vicente Calderón;Madrid;Spain;66000
1203;S-182;Camp Nou;Barcelona;Spain;121000
1204;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1205;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1206;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1207;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1208;S-183;Estadi de Sarrià;Barcelona;Spain;40000
1209;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1210;S-182;Camp Nou;Barcelona;Spain;121000
1211;S-182;Camp Nou;Barcelona;Spain;121000
1212;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1213;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1214;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1215;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1216;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1217;S-192;Estadio Ramón Sánchez Pizjuán;Seville;Spain;68000
1218;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1219;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1220;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1221;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1222;S-181;Estadio José Rico Pérez;Alicante;Spain;33000
1223;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1224;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1225;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1226;S-187;Estadio Santiago Bernabéu;Madrid;Spain;90000
1227;S-132;Estadio Azteca;Mexico City;Mexico;115000
1228;S-132;Estadio Azteca;Mexico City;Mexico;115000
1229;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1230;S-131;Estadio Nou Camp;León;Mexico;31000
1231;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1232;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1233;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1234;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1235;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1236;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1237;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1238;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1239;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1240;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1241;S-135;Estadio Universitario;Monterrey;Mexico;44000
1242;S-132;Estadio Azteca;Mexico City;Mexico;115000
1243;S-132;Estadio Azteca;Mexico City;Mexico;115000
1244;S-132;Estadio Azteca;Mexico City;Mexico;115000
1245;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1246;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1247;S-134;Estadio Tecnológico;Monterrey;Mexico;34000
1248;S-139;La Bombonera;Toluca;Mexico;33000
1249;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1250;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1251;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1252;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1253;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1254;S-131;Estadio Nou Camp;León;Mexico;31000
1255;S-131;Estadio Nou Camp;León;Mexico;31000
1256;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1257;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1258;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1259;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1260;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1261;S-134;Estadio Tecnológico;Monterrey;Mexico;34000
1262;S-132;Estadio Azteca;Mexico City;Mexico;115000
1263;S-132;Estadio Azteca;Mexico City;Mexico;115000
1264;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1265;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1266;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1267;S-135;Estadio Universitario;Monterrey;Mexico;44000
1268;S-139;La Bombonera;Toluca;Mexico;33000
1269;S-139;La Bombonera;Toluca;Mexico;33000
1270;S-139;La Bombonera;Toluca;Mexico;33000
1271;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1272;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1273;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1274;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1275;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1276;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1277;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1278;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1279;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1280;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1281;S-131;Estadio Nou Camp;León;Mexico;31000
1282;S-131;Estadio Nou Camp;León;Mexico;31000
1283;S-131;Estadio Nou Camp;León;Mexico;31000
1284;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1285;S-130;Estadio Sergio León Chavez;Irapuato;Mexico;31000
1286;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1287;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1288;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1289;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1290;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1291;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1292;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1293;S-132;Estadio Azteca;Mexico City;Mexico;115000
1294;S-139;La Bombonera;Toluca;Mexico;33000
1295;S-139;La Bombonera;Toluca;Mexico;33000
1296;S-139;La Bombonera;Toluca;Mexico;33000
1297;S-139;La Bombonera;Toluca;Mexico;33000
1298;S-135;Estadio Universitario;Monterrey;Mexico;44000
1299;S-135;Estadio Universitario;Monterrey;Mexico;44000
1300;S-135;Estadio Universitario;Monterrey;Mexico;44000
1301;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1302;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1303;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1304;S-129;Estadio Tres de Marzo;Guadalajara;Mexico;30000
1305;S-134;Estadio Tecnológico;Monterrey;Mexico;34000
1306;S-134;Estadio Tecnológico;Monterrey;Mexico;34000
1307;S-134;Estadio Tecnológico;Monterrey;Mexico;34000
1308;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1309;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1310;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1311;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1312;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1313;S-136;Estadio Neza 86;Nezahualcóyotl;Mexico;35000
1314;S-132;Estadio Azteca;Mexico City;Mexico;115000
1315;S-132;Estadio Azteca;Mexico City;Mexico;115000
1316;S-131;Estadio Nou Camp;León;Mexico;31000
1317;S-131;Estadio Nou Camp;León;Mexico;31000
1318;S-131;Estadio Nou Camp;León;Mexico;31000
1319;S-131;Estadio Nou Camp;León;Mexico;31000
1320;S-131;Estadio Nou Camp;León;Mexico;31000
1321;S-131;Estadio Nou Camp;León;Mexico;31000
1322;S-131;Estadio Nou Camp;León;Mexico;31000
1323;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1324;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1325;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1326;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1327;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1328;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1329;S-133;Estadio Olímpico Universitario;Mexico City;Mexico;72000
1330;S-135;Estadio Universitario;Monterrey;Mexico;44000
1331;S-132;Estadio Azteca;Mexico City;Mexico;115000
1332;S-132;Estadio Azteca;Mexico City;Mexico;115000
1333;S-132;Estadio Azteca;Mexico City;Mexico;115000
1334;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1335;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1336;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1337;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1338;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1339;S-138;Estadio La Corregidora;Querétaro;Mexico;39000
1340;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1341;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1342;S-135;Estadio Universitario;Monterrey;Mexico;44000
1343;S-132;Estadio Azteca;Mexico City;Mexico;115000
1344;S-132;Estadio Azteca;Mexico City;Mexico;115000
1345;S-132;Estadio Azteca;Mexico City;Mexico;115000
1346;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1347;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1348;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1349;S-128;Estadio Jalisco;Guadalajara;Mexico;71000
1350;S-132;Estadio Azteca;Mexico City;Mexico;115000
1351;S-132;Estadio Azteca;Mexico City;Mexico;115000
1352;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1353;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
1354;S-137;Estadio Cuauhtémoc;Puebla;Mexico;46000
