;matches_tournament_id;tournaments_tournament_name;tournaments_year;tournaments_host_country;tournaments_winner;tournaments_count_teams
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1970;1970 FIFA Men's World Cup;1970;Mexico;Brazil;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1974;1974 FIFA Men's World Cup;1974;West Germany;West Germany;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1978;1978 FIFA Men's World Cup;1978;Argentina;Argentina;16
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1982;1982 FIFA Men's World Cup;1982;Spain;Italy;24
;WC-1986;1986 FIFA Men's World Cup;1986;Mexico;Argentina;24
;WC-1986;1986 FIFA Men's World Cup;1986;Mexico;Argentina;24
;WC-1986;1986 FIFA Men's World Cup;1986;Mexico;Argentina;24
;WC-1986;1986 FIFA Men's World Cup;1986;Mexico;Argentina;24
