;goals_goal_id;goals_team_id;goals_player_id;goals_player_team_id;goals_minute_label;goals_minute_regulation;goals_minute_stoppage;goals_match_period;goals_own_goal;goals_penalty
982;G-0966;T-48;P-63266;T-48;78';78;0;second half;0;1
983;G-0965;T-48;P-63266;T-48;62';62;0;second half;0;0
984;G-0964;T-48;P-63266;T-48;40';40;0;first half;0;1
985;G-0969;T-56;P-96979;T-56;71';71;0;second half;0;0
986;G-0968;T-56;P-23639;T-56;43';43;0;first half;0;0
987;G-0967;T-64;P-22480;T-64;14';14;0;first half;0;0
988;G-0970;T-56;P-96979;T-56;77';77;0;second half;0;0
989;G-0972;T-41;P-57787;T-41;35';35;0;first half;0;0
990;G-0973;T-41;P-12030;T-41;61';61;0;second half;0;0
991;G-0971;T-41;P-91717;T-41;34';34;0;first half;0;0
992;G-0974;T-36;P-05262;T-36;81';81;0;second half;0;1
993;G-0975;T-57;P-21597;T-57;43';43;0;first half;0;0
994;G-0978;T-86;P-59574;T-86;38';38;0;first half;0;0
995;G-0976;T-86;P-34993;T-86;15';15;0;first half;0;0
996;G-0980;T-86;P-59574;T-86;73';73;0;second half;0;0
997;G-0981;T-86;P-15681;T-86;89';89;0;second half;0;0
998;G-0977;T-86;P-95747;T-86;30';30;0;first half;0;0
999;G-0979;T-86;P-15681;T-86;44';44;0;first half;0;0
1000;G-0982;T-03;P-80376;T-03;45';45;0;first half;0;1
1001;G-0984;T-03;P-26640;T-03;73';73;0;second half;0;0
1002;G-0983;T-30;P-08939;T-30;60';60;0;second half;0;0
1003;G-0985;T-05;P-52271;T-05;42';42;0;first half;0;1
1004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1006;G-0986;T-64;P-61698;T-38;43';43;0;first half;1;0
1007;G-0987;T-38;P-76170;T-38;60';60;0;second half;0;0
1008;G-0989;T-30;P-27315;T-30;38';38;0;first half;0;0
1009;G-0988;T-30;P-90883;T-30;23';23;0;first half;0;0
1010;G-0991;T-30;P-99991;T-30;42';42;0;first half;0;0
1011;G-0990;T-36;P-12183;T-36;41';41;0;first half;0;0
1012;G-0993;T-46;P-64532;T-46;52';52;0;second half;0;0
1013;G-0994;T-57;P-29548;T-57;56';56;0;second half;0;0
1014;G-0995;T-57;P-03652;T-57;84';84;0;second half;0;0
1015;G-0992;T-57;P-03652;T-57;43';43;0;first half;0;0
1016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1017;G-0996;T-41;P-57787;T-41;67';67;0;second half;0;0
1018;G-0997;T-09;P-86942;T-09;40';40;0;first half;0;0
1019;G-0998;T-73;P-57837;T-73;75';75;0;second half;0;0
1020;G-1000;T-56;P-96979;T-56;36';36;0;first half;0;1
1021;G-1001;T-56;P-96979;T-56;39';39;0;first half;0;1
1022;G-1003;T-56;P-96979;T-56;79';79;0;second half;0;0
1023;G-0999;T-56;P-72529;T-56;2';2;0;first half;0;0
1024;G-1002;T-38;P-36867;T-38;41';41;0;first half;0;0
1025;G-1006;T-64;P-16479;T-64;46';46;0;second half;0;1
1026;G-1008;T-48;P-89554;T-48;71';71;0;second half;0;0
1027;G-1004;T-48;P-63266;T-48;34';34;0;first half;0;1
1028;G-1005;T-64;P-68584;T-64;45';45;0;first half;0;0
1029;G-1007;T-64;P-16479;T-64;68';68;0;second half;0;0
1030;G-1010;T-48;P-63266;T-48;35';35;0;first half;0;1
1031;G-1009;T-48;P-82670;T-48;6';6;0;first half;0;0
1032;G-1013;T-05;P-61365;T-05;80';80;0;second half;0;0
1033;G-1011;T-48;P-89554;T-48;36';36;0;first half;0;0
1034;G-1012;T-48;P-89554;T-48;53';53;0;second half;0;0
1035;G-1014;T-48;P-48712;T-48;82';82;0;second half;0;0
1036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1037;G-1017;T-09;P-37483;T-09;72';72;0;second half;0;1
1038;G-1016;T-09;P-89519;T-09;27';27;0;first half;0;0
1039;G-1015;T-09;P-89519;T-09;15';15;0;first half;0;0
1040;G-1019;T-03;P-35082;T-03;71';71;0;second half;0;0
1041;G-1018;T-03;P-35082;T-03;16';16;0;first half;0;0
1042;G-1020;T-57;P-92867;T-57;65';65;0;second half;0;0
1043;G-1021;T-41;P-91717;T-41;13';13;0;first half;0;0
1044;G-1025;T-48;P-25337;T-48;82';82;0;second half;0;0
1045;G-1024;T-86;P-34993;T-86;70';70;0;second half;0;0
1046;G-1022;T-86;P-64134;T-86;3';3;0;first half;0;0
1047;G-1023;T-48;P-01582;T-48;27';27;0;first half;0;0
1048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1049;G-1030;T-05;P-52271;T-05;87';87;0;second half;0;0
1050;G-1028;T-05;P-52271;T-05;66';66;0;second half;0;0
1051;G-1029;T-86;P-35602;T-86;68';68;0;second half;0;0
1052;G-1027;T-05;P-69695;T-86;59';59;0;second half;1;0
1053;G-1026;T-86;P-59574;T-86;19';19;0;first half;0;0
1054;G-1031;T-41;P-82670;T-48;19';19;0;first half;1;0
1055;G-1033;T-48;P-01582;T-48;76';76;0;second half;0;0
1056;G-1032;T-48;P-82670;T-48;49';49;0;second half;0;0
1057;G-1036;T-09;P-86942;T-09;58';58;0;second half;0;0
1058;G-1037;T-09;P-86942;T-09;63';63;0;second half;0;0
1059;G-1035;T-57;P-21597;T-57;45';45;0;first half;0;0
1060;G-1034;T-09;P-48382;T-09;13';13;0;first half;0;0
1061;G-1038;T-03;P-35082;T-03;21';21;0;first half;0;0
1062;G-1043;T-03;P-26640;T-03;72';72;0;second half;0;0
1063;G-1040;T-03;P-35082;T-03;49';49;0;second half;0;0
1064;G-1042;T-03;P-04739;T-03;67';67;0;second half;0;0
1065;G-1039;T-03;P-54098;T-03;43';43;0;first half;0;0
1066;G-1041;T-03;P-26640;T-03;50';50;0;second half;0;0
1067;G-1044;T-41;P-44349;T-41;38';38;0;first half;0;0
1068;G-1045;T-09;P-48382;T-09;64';64;0;second half;0;0
1069;G-1046;T-09;P-89519;T-09;71';71;0;second half;0;0
1070;G-1047;T-03;P-35082;T-03;38';38;0;first half;0;0
1071;G-1048;T-48;P-48111;T-48;82';82;0;second half;0;0
1072;G-1049;T-03;P-35082;T-03;105';105;0;extra time, first half;0;0
1073;G-1050;T-03;P-61157;T-03;115';115;0;extra time, second half;0;0
1074;G-1051;T-06;P-06736;T-06;62';62;0;second half;0;0
1075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1076;G-1054;T-09;P-39132;T-09;88';88;0;second half;0;0
1077;G-1052;T-72;P-27460;T-72;34';34;0;first half;0;0
1078;G-1053;T-09;P-78605;T-09;75';75;0;second half;0;0
1079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1080;G-1055;T-36;P-34326;T-36;4';4;0;first half;0;0
1081;G-1065;T-36;P-34326;T-36;83';83;0;second half;0;0
1082;G-1061;T-36;P-53791;T-36;69';69;0;second half;0;0
1083;G-1062;T-36;P-34354;T-36;70';70;0;second half;0;0
1084;G-1059;T-36;P-99185;T-36;54';54;0;second half;0;0
1085;G-1063;T-36;P-53791;T-36;72';72;0;second half;0;0
1086;G-1057;T-36;P-99185;T-36;23';23;0;first half;0;0
1087;G-1060;T-27;P-41807;T-27;64';64;0;second half;0;0
1088;G-1064;T-36;P-53791;T-36;76';76;0;second half;0;0
1089;G-1056;T-36;P-60461;T-36;11';11;0;first half;0;0
1090;G-1058;T-36;P-42012;T-36;50';50;0;second half;0;0
1091;G-1068;T-64;P-11027;T-64;32';32;0;first half;0;0
1092;G-1066;T-64;P-68584;T-64;18';18;0;first half;0;0
1093;G-1069;T-49;P-23450;T-49;54';54;0;second half;0;0
1094;G-1071;T-64;P-96391;T-64;73';73;0;second half;0;0
1095;G-1067;T-64;P-11027;T-64;29';29;0;first half;0;0
1096;G-1072;T-64;P-56094;T-64;79';79;0;second half;0;0
1097;G-1070;T-49;P-50194;T-49;64';64;0;second half;0;0
1098;G-1074;T-86;P-59574;T-86;67';67;0;second half;0;0
1099;G-1075;T-01;P-59774;T-01;68';68;0;second half;0;0
1100;G-1073;T-01;P-45774;T-01;54';54;0;second half;0;0
1101;G-1076;T-28;P-02675;T-28;1';1;0;first half;0;0
1102;G-1079;T-28;P-83210;T-28;83';83;0;second half;0;0
1103;G-1078;T-28;P-02675;T-28;67';67;0;second half;0;0
1104;G-1077;T-30;P-06095;T-30;24';24;0;first half;0;0
1105;G-1080;T-35;P-10770;T-35;8';8;0;first half;0;0
1106;G-1081;T-73;P-65283;T-73;65';65;0;second half;0;1
1107;G-1082;T-05;P-99989;T-05;22';22;0;first half;0;0
1108;G-1084;T-45;P-33410;T-45;57';57;0;second half;0;0
1109;G-1083;T-21;P-19209;T-21;21';21;0;first half;0;1
1110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1111;G-1085;T-41;P-66365;T-41;18';18;0;first half;0;0
1112;G-1086;T-56;P-93346;T-56;83';83;0;second half;0;0
1113;G-1087;T-03;P-61157;T-03;26';26;0;first half;0;0
1114;G-1090;T-03;P-66254;T-03;60';60;0;second half;0;0
1115;G-1089;T-03;P-80404;T-03;57';57;0;second half;0;0
1116;G-1091;T-36;P-60461;T-36;76';76;0;second half;0;0
1117;G-1088;T-03;P-80404;T-03;28';28;0;first half;0;0
1118;G-1094;T-09;P-69644;T-09;48';48;0;second half;0;0
1119;G-1093;T-09;P-37483;T-09;33';33;0;first half;0;0
1120;G-1096;T-09;P-35736;T-09;87';87;0;second half;0;0
1121;G-1095;T-09;P-39132;T-09;63';63;0;second half;0;0
1122;G-1092;T-64;P-12472;T-64;18';18;0;first half;0;0
1123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1124;G-1097;T-06;P-94036;T-06;19';19;0;first half;0;0
1125;G-1099;T-72;P-03282;T-72;48';48;0;second half;0;0
1126;G-1100;T-72;P-47456;T-72;68';68;0;second half;0;0
1127;G-1098;T-72;P-18718;T-72;24';24;0;first half;0;0
1128;G-1105;T-13;P-56491;T-13;90';90;0;second half;0;0
1129;G-1101;T-86;P-59574;T-86;9';9;0;first half;0;0
1130;G-1102;T-86;P-59574;T-86;57';57;0;second half;0;0
1131;G-1103;T-86;P-59574;T-86;66';66;0;second half;0;0
1132;G-1104;T-86;P-40743;T-86;81';81;0;second half;0;0
1133;G-1106;T-28;P-65224;T-28;62';62;0;second half;0;0
1134;G-1107;T-28;P-55121;T-21;66';66;0;second half;1;0
1135;G-1108;T-87;P-96969;T-87;10';10;0;first half;0;0
1136;G-1109;T-73;P-03571;T-73;14';14;0;first half;0;1
1137;G-1110;T-73;P-24553;T-73;66';66;0;second half;0;0
1138;G-1112;T-05;P-52271;T-05;67';67;0;second half;0;0
1139;G-1111;T-05;P-99989;T-05;55';55;0;second half;0;0
1140;G-1113;T-30;P-05511;T-30;31';31;0;first half;0;0
1141;G-1115;T-30;P-74565;T-30;48';48;0;second half;0;0
1142;G-1117;T-30;P-03719;T-30;89';89;0;second half;0;0
1143;G-1114;T-30;P-08939;T-30;43';43;0;first half;0;0
1144;G-1116;T-45;P-49203;T-45;75';75;0;second half;0;0
1145;G-1119;T-35;P-17413;T-35;60';60;0;second half;0;0
1146;G-1118;T-52;P-96985;T-52;10';10;0;first half;0;0
1147;G-1125;T-56;P-42136;T-56;83';83;0;second half;0;0
1148;G-1123;T-57;P-40684;T-57;68';68;0;second half;0;0
1149;G-1120;T-57;P-57931;T-57;55';55;0;second half;0;0
1150;G-1122;T-57;P-03652;T-57;61';61;0;second half;0;0
1151;G-1124;T-57;P-91411;T-57;76';76;0;second half;0;0
1152;G-1121;T-57;P-21597;T-57;58';58;0;second half;0;0
1153;G-1127;T-06;P-88070;T-06;76';76;0;second half;0;0
1154;G-1126;T-36;P-51494;T-36;27';27;0;first half;0;0
1155;G-1129;T-72;P-66593;T-72;59';59;0;second half;0;0
1156;G-1128;T-64;P-22480;T-64;15';15;0;first half;0;0
1157;G-1131;T-64;P-91562;T-64;86';86;0;second half;0;0
1158;G-1130;T-72;P-93680;T-72;84';84;0;second half;0;0
1159;G-1133;T-11;P-32771;T-11;61';61;0;second half;0;0
1160;G-1132;T-41;P-16875;T-41;60';60;0;second half;0;0
1161;G-1135;T-03;P-61157;T-03;54';54;0;second half;0;0
1162;G-1134;T-03;P-80376;T-03;22';22;0;first half;0;1
1163;G-1136;T-09;P-37483;T-09;28';28;0;first half;0;0
1164;G-1139;T-09;P-20664;T-09;70';70;0;second half;0;0
1165;G-1138;T-09;P-35736;T-09;64';64;0;second half;0;0
1166;G-1137;T-09;P-37483;T-09;31';31;0;first half;0;0
1167;G-1142;T-01;P-68346;T-01;35';35;0;first half;0;0
1168;G-1141;T-01;P-40338;T-01;31';31;0;first half;0;0
1169;G-1144;T-13;P-43905;T-13;73';73;0;second half;0;0
1170;G-1143;T-13;P-71032;T-13;59';59;0;second half;0;1
1171;G-1140;T-01;P-40338;T-01;7';7;0;first half;0;0
1172;G-1145;T-30;P-74565;T-30;66';66;0;second half;0;0
1173;G-1146;T-21;P-19209;T-21;84';84;0;second half;0;1
1174;G-1147;T-87;P-43672;T-87;88';88;0;second half;0;1
1175;G-1148;T-86;P-89949;T-86;10';10;0;first half;0;0
1176;G-1149;T-28;P-65224;T-28;27';27;0;first half;0;0
1177;G-1150;T-52;P-96985;T-52;47';47;0;second half;0;0
1178;G-1151;T-30;P-05511;T-30;39';39;0;first half;0;0
1179;G-1153;T-57;P-03652;T-57;26';26;0;first half;0;0
1180;G-1152;T-57;P-03652;T-57;4';4;0;first half;0;0
1181;G-1154;T-57;P-03652;T-57;53';53;0;second half;0;0
1182;G-1155;T-41;P-93788;T-41;57';57;0;second half;0;0
1183;G-1157;T-03;P-80376;T-03;83';83;0;second half;0;0
1184;G-1156;T-41;P-03775;T-41;67';67;0;second half;0;0
1185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1186;G-1160;T-05;P-43037;T-05;68';68;0;second half;0;0
1187;G-1159;T-05;P-92720;T-05;50';50;0;second half;0;0
1188;G-1158;T-52;P-76882;T-52;27';27;0;first half;0;0
1189;G-1161;T-52;P-76882;T-52;75';75;0;second half;0;0
1190;G-1162;T-72;P-13514;T-72;48';48;0;second half;0;0
1191;G-1166;T-03;P-78111;T-03;89';89;0;second half;0;0
1192;G-1163;T-09;P-37483;T-09;11';11;0;first half;0;0
1193;G-1164;T-09;P-20664;T-09;66';66;0;second half;0;0
1194;G-1165;T-09;P-83096;T-09;75';75;0;second half;0;0
1195;G-1167;T-86;P-89975;T-86;50';50;0;second half;0;0
1196;G-1169;T-73;P-92317;T-73;82';82;0;second half;0;0
1197;G-1168;T-86;P-52461;T-86;75';75;0;second half;0;0
1198;G-1170;T-30;P-79617;T-30;33';33;0;first half;0;0
1199;G-1171;T-30;P-99991;T-30;46';46;0;second half;0;0
1200;G-1173;T-52;P-96985;T-52;75';75;0;second half;0;0
1201;G-1172;T-30;P-99991;T-30;68';68;0;second half;0;0
1202;G-1174;T-30;P-79617;T-30;80';80;0;second half;0;0
1203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1204;G-1176;T-09;P-78605;T-09;12';12;0;first half;0;0
1205;G-1179;T-41;P-91717;T-41;74';74;0;second half;0;0
1206;G-1177;T-41;P-91717;T-41;25';25;0;first half;0;0
1207;G-1175;T-41;P-91717;T-41;5';5;0;first half;0;0
1208;G-1178;T-09;P-35736;T-09;68';68;0;second half;0;0
1209;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1210;G-1181;T-41;P-91717;T-41;73';73;0;second half;0;0
1211;G-1180;T-41;P-91717;T-41;22';22;0;first half;0;0
1212;G-1184;T-30;P-54040;T-30;92';92;0;extra time, first half;0;0
1213;G-1182;T-86;P-89975;T-86;17';17;0;first half;0;0
1214;G-1185;T-30;P-79617;T-30;98';98;0;extra time, first half;0;0
1215;G-1186;T-86;P-59574;T-86;102';102;0;extra time, first half;0;0
1216;G-1183;T-30;P-08939;T-30;26';26;0;first half;0;1
1217;G-1187;T-86;P-52461;T-86;108';108;0;extra time, second half;0;0
1218;G-1191;T-57;P-15890;T-57;46';46;0;second half;0;0
1219;G-1188;T-30;P-32542;T-30;13';13;0;first half;0;0
1220;G-1190;T-57;P-01165;T-57;44';44;0;first half;0;0
1221;G-1192;T-30;P-13150;T-30;72';72;0;second half;0;0
1222;G-1189;T-57;P-92867;T-57;40';40;0;first half;0;0
1223;G-1196;T-86;P-48686;T-86;83';83;0;second half;0;0
1224;G-1194;T-41;P-93788;T-41;69';69;0;second half;0;0
1225;G-1193;T-41;P-91717;T-41;57';57;0;second half;0;0
1226;G-1195;T-41;P-46574;T-41;81';81;0;second half;0;0
1227;G-1197;T-41;P-46574;T-41;44';44;0;first half;0;0
1228;G-1198;T-10;P-05061;T-10;85';85;0;second half;0;0
1229;G-1199;T-09;P-78605;T-09;62';62;0;second half;0;0
1230;G-1200;T-30;P-31235;T-30;79';79;0;second half;0;0
1231;G-1201;T-03;P-02464;T-03;6';6;0;first half;0;0
1232;G-1203;T-03;P-02464;T-03;46';46;0;second half;0;0
1233;G-1202;T-03;P-79080;T-03;18';18;0;first half;0;0
1234;G-1204;T-71;P-99813;T-71;73';73;0;second half;0;0
1235;G-1210;T-72;P-05562;T-72;80';80;0;second half;0;0
1236;G-1209;T-72;P-52793;T-36;73';73;0;second half;1;0
1237;G-1206;T-72;P-86677;T-72;4';4;0;first half;0;0
1238;G-1208;T-72;P-34497;T-72;66';66;0;second half;0;0
1239;G-1207;T-72;P-10855;T-72;24';24;0;first half;0;1
1240;G-1205;T-72;P-33328;T-72;2';2;0;first half;0;0
1241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1242;G-1213;T-06;P-06736;T-06;45';45;0;first half;0;0
1243;G-1212;T-46;P-26316;T-46;39';39;0;first half;0;0
1244;G-1211;T-46;P-28996;T-46;23';23;0;first half;0;0
1245;G-1214;T-52;P-62599;T-52;6';6;0;first half;0;0
1246;G-1215;T-01;P-42885;T-01;59';59;0;second half;0;0
1247;G-1216;T-58;P-81444;T-58;75';75;0;second half;0;0
1248;G-1217;T-55;P-73704;T-55;35';35;0;first half;0;0
1249;G-1219;T-86;P-95392;T-86;84';84;0;second half;0;0
1250;G-1218;T-84;P-68463;T-84;4';4;0;first half;0;0
1251;G-1220;T-22;P-36502;T-22;57';57;0;second half;0;0
1252;G-1222;T-03;P-80404;T-03;34';34;0;first half;0;0
1253;G-1221;T-41;P-46574;T-41;6';6;0;first half;0;1
1254;G-1224;T-30;P-00643;T-30;62';62;0;second half;0;0
1255;G-1223;T-72;P-16126;T-72;53';53;0;second half;0;0
1256;G-1225;T-10;P-76141;T-10;11';11;0;first half;0;0
1257;G-1226;T-71;P-19309;T-71;70';70;0;second half;0;0
1258;G-1227;T-36;P-06745;T-36;2';2;0;first half;0;0
1259;G-1228;T-36;P-88653;T-36;75';75;0;second half;0;0
1260;G-1229;T-09;P-90635;T-09;66';66;0;second half;0;0
1261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1262;G-1231;T-55;P-73704;T-55;85';85;0;second half;0;0
1263;G-1230;T-46;P-85837;T-46;3';3;0;first half;0;0
1264;G-1232;T-73;P-12940;T-73;1';1;0;first half;0;0
1265;G-1234;T-52;P-74529;T-52;46';46;0;second half;0;0
1266;G-1233;T-73;P-18314;T-73;18';18;0;first half;0;0
1267;G-1235;T-57;P-57931;T-57;68';68;0;second half;0;0
1268;G-1238;T-39;P-37600;T-39;59';59;0;second half;0;0
1269;G-1236;T-06;P-97414;T-06;16';16;0;first half;0;0
1270;G-1237;T-06;P-47038;T-06;21';21;0;first half;0;1
1271;G-1239;T-64;P-46604;T-64;18';18;0;first half;0;0
1272;G-1240;T-86;P-04572;T-86;23';23;0;first half;0;0
1273;G-1241;T-86;P-95392;T-86;49';49;0;second half;0;0
1274;G-1248;T-22;P-21213;T-22;88';88;0;second half;0;0
1275;G-1243;T-22;P-92595;T-22;41';41;0;first half;0;0
1276;G-1245;T-22;P-56788;T-22;52';52;0;second half;0;0
1277;G-1244;T-84;P-36582;T-84;45';45;0;first half;0;1
1278;G-1242;T-22;P-36502;T-22;11';11;0;first half;0;0
1279;G-1246;T-22;P-36502;T-22;67';67;0;second half;0;0
1280;G-1247;T-22;P-36502;T-22;80';80;0;second half;0;0
1281;G-1250;T-30;P-76592;T-30;62';62;0;second half;0;0
1282;G-1251;T-30;P-99991;T-30;84';84;0;second half;0;0
1283;G-1249;T-30;P-22982;T-30;29';29;0;first half;0;0
1284;G-1252;T-72;P-03282;T-72;58';58;0;second half;0;0
1285;G-1253;T-72;P-27906;T-72;74';74;0;second half;0;0
1286;G-1254;T-03;P-02464;T-03;4';4;0;first half;0;0
1287;G-1255;T-03;P-95267;T-03;77';77;0;second half;0;0
1288;G-1260;T-71;P-64475;T-71;83';83;0;second half;0;0
1289;G-1258;T-41;P-46574;T-41;73';73;0;second half;0;0
1290;G-1259;T-41;P-45849;T-71;82';82;0;second half;1;0
1291;G-1256;T-41;P-46574;T-41;17';17;0;first half;0;0
1292;G-1257;T-71;P-51349;T-71;62';62;0;second half;0;0
1293;G-1261;T-46;P-28996;T-46;54';54;0;second half;0;0
1294;G-1264;T-06;P-24703;T-06;59';59;0;second half;0;0
1295;G-1263;T-55;P-29440;T-55;50';50;0;second half;0;0
1296;G-1262;T-06;P-26401;T-06;30';30;0;first half;0;0
1297;G-1265;T-55;P-29440;T-55;76';76;0;second half;0;0
1298;G-1266;T-28;P-36651;T-28;9';9;0;first half;0;0
1299;G-1267;T-28;P-36651;T-28;14';14;0;first half;0;0
1300;G-1268;T-28;P-36651;T-28;34';34;0;first half;0;0
1301;G-1272;T-58;P-88661;T-58;80';80;0;second half;0;0
1302;G-1271;T-47;P-32922;T-47;62';62;0;second half;0;0
1303;G-1269;T-47;P-21024;T-47;19';19;0;first half;0;0
1304;G-1270;T-47;P-21024;T-47;26';26;0;first half;0;0
1305;G-1274;T-73;P-14296;T-73;68';68;0;second half;0;0
1306;G-1275;T-73;P-74307;T-73;70';70;0;second half;0;0
1307;G-1273;T-73;P-14296;T-73;15';15;0;first half;0;0
1308;G-1276;T-09;P-90635;T-09;15';15;0;first half;0;0
1309;G-1278;T-09;P-90635;T-09;87';87;0;second half;0;0
1310;G-1277;T-09;P-79755;T-09;42';42;0;first half;0;0
1311;G-1280;T-22;P-92292;T-22;62';62;0;second half;0;0
1312;G-1279;T-22;P-21213;T-22;43';43;0;first half;0;1
1313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1314;G-1281;T-46;P-66199;T-46;34';34;0;first half;0;0
1315;G-1282;T-46;P-89412;T-46;61';61;0;second half;0;0
1316;G-1288;T-06;P-47038;T-06;110';110;0;extra time, second half;0;0
1317;G-1286;T-06;P-25456;T-06;77';77;0;second half;0;0
1318;G-1289;T-72;P-10855;T-72;111';111;0;extra time, second half;0;1
1319;G-1283;T-72;P-10855;T-72;27';27;0;first half;0;0
1320;G-1285;T-72;P-10855;T-72;70';70;0;second half;0;0
1321;G-1287;T-06;P-95299;T-06;102';102;0;extra time, first half;0;0
1322;G-1284;T-06;P-97414;T-06;56';56;0;second half;0;0
1323;G-1293;T-09;P-90635;T-09;83';83;0;second half;0;1
1324;G-1291;T-09;P-79755;T-09;55';55;0;second half;0;0
1325;G-1292;T-09;P-12950;T-09;79';79;0;second half;0;0
1326;G-1290;T-09;P-78605;T-09;30';30;0;first half;0;1
1327;G-1294;T-03;P-12666;T-03;42';42;0;first half;0;0
1328;G-1295;T-30;P-08939;T-30;15';15;0;first half;0;0
1329;G-1296;T-30;P-22982;T-30;57';57;0;second half;0;0
1330;G-1297;T-86;P-49502;T-86;87';87;0;second half;0;0
1331;G-1300;T-28;P-36651;T-28;73';73;0;second half;0;0
1332;G-1298;T-28;P-36651;T-28;31';31;0;first half;0;0
1333;G-1299;T-28;P-18335;T-28;56';56;0;second half;0;0
1334;G-1301;T-22;P-21213;T-22;33';33;0;first half;0;1
1335;G-1305;T-73;P-12940;T-73;80';80;0;second half;0;0
1336;G-1306;T-73;P-12940;T-73;88';88;0;second half;0;1
1337;G-1303;T-73;P-12940;T-73;56';56;0;second half;0;0
1338;G-1304;T-73;P-93792;T-73;68';68;0;second half;0;1
1339;G-1302;T-73;P-12940;T-73;43';43;0;first half;0;0
1340;G-1308;T-30;P-08939;T-30;40';40;0;first half;0;0
1341;G-1307;T-09;P-90635;T-09;17';17;0;first half;0;0
1342;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1343;G-1310;T-03;P-80404;T-03;55';55;0;second half;0;0
1344;G-1311;T-28;P-36651;T-28;81';81;0;second half;0;0
1345;G-1309;T-03;P-80404;T-03;51';51;0;second half;0;0
1346;G-1312;T-06;P-25456;T-06;35';35;0;first half;0;0
1347;G-1313;T-73;P-32414;T-73;85';85;0;second half;0;0
1348;G-1315;T-86;P-04572;T-86;90';90;0;second half;0;0
1349;G-1314;T-86;P-67713;T-86;9';9;0;first half;0;0
1350;G-1317;T-03;P-80404;T-03;63';63;0;second half;0;0
1351;G-1316;T-03;P-80404;T-03;51';51;0;second half;0;0
1352;G-1318;T-06;P-25456;T-06;11';11;0;first half;0;0
1353;G-1320;T-30;P-31235;T-30;43';43;0;first half;0;0
1354;G-1319;T-30;P-80821;T-30;27';27;0;first half;0;0
1355;G-1322;T-30;P-05511;T-30;104';104;0;extra time, first half;0;0
1356;G-1321;T-06;P-47038;T-06;73';73;0;second half;0;0
1357;G-1323;T-30;P-69834;T-30;111';111;0;extra time, second half;0;1
1358;G-1326;T-86;P-59574;T-86;74';74;0;second half;0;0
1359;G-1328;T-03;P-95267;T-03;84';84;0;second half;0;0
1360;G-1325;T-03;P-02464;T-03;56';56;0;second half;0;0
1361;G-1327;T-86;P-04572;T-86;81';81;0;second half;0;0
1362;G-1324;T-03;P-62815;T-03;23';23;0;first half;0;0
1363;G-1329;T-11;P-77989;T-11;67';67;0;second half;0;0
1364;G-1330;T-61;P-01137;T-61;41';41;0;first half;0;0
1365;G-1331;T-61;P-01137;T-61;55';55;0;second half;0;1
1366;G-1333;T-16;P-49600;T-16;85';85;0;second half;0;0
1367;G-1332;T-16;P-02405;T-16;50';50;0;second half;0;0
1368;G-1334;T-41;P-76544;T-41;78';78;0;second half;0;0
1369;G-1339;T-21;P-71260;T-21;78';78;0;second half;0;0
1370;G-1337;T-21;P-73737;T-21;50';50;0;second half;0;0
1371;G-1335;T-21;P-71260;T-21;26';26;0;first half;0;0
1372;G-1336;T-21;P-08239;T-21;40';40;0;first half;0;1
1373;G-1340;T-21;P-99987;T-21;90'+3';90;3;second half, stoppage time;0;0
1374;G-1338;T-83;P-82723;T-83;60';60;0;second half;0;0
1375;G-1343;T-74;P-26281;T-74;79';79;0;second half;0;0
1376;G-1342;T-09;P-90635;T-09;63';63;0;second half;0;0
1377;G-1341;T-09;P-90635;T-09;40';40;0;first half;0;0
1378;G-1346;T-87;P-01298;T-87;55';55;0;second half;0;0
1379;G-1347;T-86;P-49502;T-86;64';64;0;second half;0;0
1380;G-1345;T-86;P-91373;T-86;39';39;0;first half;0;0
1381;G-1344;T-86;P-49502;T-86;28';28;0;first half;0;0
1382;G-1348;T-86;P-04572;T-86;70';70;0;second half;0;0
1383;G-1349;T-17;P-18941;T-17;49';49;0;second half;0;0
1384;G-1351;T-60;P-72379;T-60;73';73;0;second half;0;0
1385;G-1350;T-28;P-36651;T-28;9';9;0;first half;0;0
1386;G-1352;T-06;P-28230;T-06;53';53;0;second half;0;0
1387;G-1353;T-06;P-39297;T-06;64';64;0;second half;0;0
1388;G-1354;T-48;P-11241;T-48;58';58;0;second half;0;0
1389;G-1355;T-26;P-62193;T-26;83';83;0;second half;0;1
