;goals_goal_id;goals_team_id;goals_player_id;goals_player_team_id;goals_minute_label;goals_minute_regulation;goals_minute_stoppage;goals_match_period;goals_own_goal;goals_penalty
1;G-0003;T-30;P-60620;T-30;43';43;0;first half;0;0
2;G-0005;T-30;P-60620;T-30;87';87;0;second half;0;0
3;G-0001;T-30;P-05470;T-30;19';19;0;first half;0;0
4;G-0002;T-30;P-99087;T-30;40';40;0;first half;0;0
5;G-0004;T-46;P-94135;T-46;70';70;0;second half;0;0
6;G-0006;T-83;P-65185;T-83;23';23;0;first half;0;0
7;G-0007;T-83;P-37361;T-83;45';45;0;first half;0;0
8;G-0008;T-83;P-71973;T-83;69';69;0;second half;0;0
9;G-0009;T-87;P-43349;T-87;21';21;0;first half;0;0
10;G-0010;T-87;P-43734;T-87;30';30;0;first half;0;0
11;G-0011;T-09;P-91171;T-09;62';62;0;second half;0;0
12;G-0014;T-61;P-18615;T-61;79';79;0;second half;0;0
13;G-0015;T-61;P-70294;T-61;89';89;0;second half;0;0
14;G-0012;T-61;P-91295;T-61;1';1;0;first half;0;0
15;G-0013;T-56;P-44010;T-56;75';75;0;second half;0;0
16;G-0016;T-03;P-25760;T-03;81';81;0;second half;0;0
17;G-0018;T-13;P-89481;T-46;52';52;0;second half;1;0
18;G-0019;T-13;P-61338;T-13;65';65;0;second half;0;0
19;G-0017;T-13;P-61338;T-13;3';3;0;first half;0;0
20;G-0023;T-87;P-33565;T-87;85';85;0;second half;0;0
21;G-0021;T-87;P-75929;T-87;65';65;0;second half;0;0
22;G-0022;T-87;P-43734;T-87;67';67;0;second half;0;0
23;G-0020;T-87;P-43734;T-87;60';60;0;second half;0;0
24;G-0024;T-83;P-71973;T-83;10';10;0;first half;0;0
25;G-0025;T-83;P-71973;T-83;15';15;0;first half;0;0
26;G-0026;T-83;P-71973;T-83;50';50;0;second half;0;0
27;G-0027;T-84;P-54697;T-84;65';65;0;second half;0;0
28;G-0028;T-13;P-08459;T-13;67';67;0;second half;0;0
29;G-0033;T-03;P-37326;T-03;53';53;0;second half;0;0
30;G-0036;T-46;P-31066;T-46;75';75;0;second half;0;0
31;G-0035;T-46;P-89481;T-46;65';65;0;second half;0;0
32;G-0037;T-03;P-56486;T-03;80';80;0;second half;0;0
33;G-0030;T-03;P-76546;T-03;12';12;0;first half;0;0
34;G-0034;T-03;P-76546;T-03;55';55;0;second half;0;0
35;G-0032;T-46;P-89481;T-46;42';42;0;first half;0;1
36;G-0029;T-03;P-56486;T-03;8';8;0;first half;0;0
37;G-0031;T-03;P-56486;T-03;17';17;0;first half;0;0
38;G-0041;T-09;P-91171;T-09;83';83;0;second half;0;0
39;G-0040;T-09;P-83987;T-09;73';73;0;second half;0;0
40;G-0038;T-09;P-83987;T-09;37';37;0;first half;0;0
41;G-0039;T-09;P-91171;T-09;57';57;0;second half;0;0
42;G-0042;T-55;P-06201;T-55;40';40;0;first half;0;0
43;G-0043;T-84;P-38674;T-84;7';7;0;first half;0;0
44;G-0045;T-84;P-57352;T-84;31';31;0;first half;0;0
45;G-0046;T-84;P-18628;T-84;35';35;0;first half;0;0
46;G-0044;T-84;P-44201;T-84;26';26;0;first half;0;0
47;G-0050;T-03;P-23897;T-03;51';51;0;second half;0;0
48;G-0047;T-03;P-56486;T-03;12';12;0;first half;0;0
49;G-0048;T-03;P-56486;T-03;13';13;0;first half;0;0
50;G-0049;T-13;P-08459;T-13;15';15;0;first half;0;0
51;G-0053;T-03;P-56486;T-03;69';69;0;second half;0;0
52;G-0055;T-03;P-70166;T-03;85';85;0;second half;0;0
53;G-0051;T-03;P-25760;T-03;20';20;0;first half;0;0
54;G-0057;T-83;P-06424;T-83;89';89;0;second half;0;0
55;G-0054;T-03;P-70166;T-03;80';80;0;second half;0;0
56;G-0056;T-03;P-56486;T-03;87';87;0;second half;0;0
57;G-0052;T-03;P-44916;T-03;56';56;0;second half;0;0
58;G-0063;T-84;P-18628;T-84;67';67;0;second half;0;0
59;G-0058;T-87;P-33565;T-87;4';4;0;first half;0;0
60;G-0064;T-84;P-18628;T-84;72';72;0;second half;0;0
61;G-0062;T-84;P-31959;T-84;61';61;0;second half;0;0
62;G-0061;T-84;P-57352;T-84;31';31;0;first half;0;0
63;G-0059;T-84;P-18628;T-84;18';18;0;first half;0;0
64;G-0060;T-84;P-57352;T-84;20';20;0;first half;0;0
65;G-0066;T-03;P-70166;T-03;20';20;0;first half;0;0
66;G-0068;T-84;P-18628;T-84;57';57;0;second half;0;0
67;G-0065;T-84;P-38674;T-84;12';12;0;first half;0;0
68;G-0067;T-03;P-56486;T-03;37';37;0;first half;0;0
69;G-0069;T-84;P-31959;T-84;68';68;0;second half;0;0
70;G-0070;T-84;P-54697;T-84;89';89;0;second half;0;0
71;G-0073;T-05;P-87474;T-05;93';93;0;extra time, first half;0;0
72;G-0071;T-30;P-70804;T-30;18';18;0;first half;0;0
73;G-0072;T-05;P-11865;T-05;44';44;0;first half;0;0
74;G-0075;T-30;P-13166;T-30;116';116;0;extra time, second half;0;1
75;G-0074;T-05;P-51668;T-05;109';109;0;extra time, second half;0;0
76;G-0077;T-21;P-51219;T-21;50';50;0;second half;0;0
77;G-0076;T-61;P-55855;T-61;11';11;0;first half;0;0
78;G-0078;T-21;P-60513;T-21;67';67;0;second half;0;0
79;G-0081;T-06;P-85443;T-06;43';43;0;first half;0;0
80;G-0083;T-31;P-77348;T-31;66';66;0;second half;0;0
81;G-0079;T-31;P-04241;T-31;25';25;0;first half;0;0
82;G-0080;T-06;P-85443;T-06;29';29;0;first half;0;0
83;G-0085;T-31;P-77348;T-31;87';87;0;second half;0;0
84;G-0084;T-31;P-77348;T-31;70';70;0;second half;0;0
85;G-0082;T-31;P-53238;T-31;49';49;0;second half;0;0
86;G-0088;T-26;P-28239;T-26;35';35;0;first half;0;0
87;G-0087;T-36;P-60977;T-36;31';31;0;first half;0;0
88;G-0091;T-36;P-60977;T-36;61';61;0;second half;0;0
89;G-0086;T-36;P-42669;T-36;11';11;0;first half;0;0
90;G-0089;T-26;P-28239;T-26;39';39;0;first half;0;0
91;G-0090;T-36;P-11520;T-36;53';53;0;second half;0;0
92;G-0098;T-41;P-03638;T-41;69';69;0;second half;0;0
93;G-0095;T-83;P-75829;T-83;57';57;0;second half;0;0
94;G-0097;T-41;P-56703;T-41;64';64;0;second half;0;0
95;G-0096;T-41;P-39512;T-41;63';63;0;second half;0;0
96;G-0099;T-41;P-34536;T-41;90';90;0;second half;0;0
97;G-0092;T-41;P-56703;T-41;18';18;0;first half;0;0
98;G-0094;T-41;P-56703;T-41;29';29;0;first half;0;0
99;G-0093;T-41;P-03638;T-41;20';20;0;first half;0;0
100;G-0101;T-73;P-64059;T-73;25';25;0;first half;0;0
101;G-0100;T-73;P-64059;T-73;18';18;0;first half;0;1
102;G-0103;T-09;P-09730;T-09;55';55;0;second half;0;0
103;G-0102;T-73;P-69133;T-73;29';29;0;first half;0;0
104;G-0106;T-03;P-61839;T-03;48';48;0;second half;0;0
105;G-0104;T-03;P-11019;T-03;4';4;0;first half;0;0
106;G-0105;T-74;P-79374;T-74;9';9;0;first half;0;0
107;G-0107;T-74;P-79374;T-74;67';67;0;second half;0;0
108;G-0108;T-74;P-02091;T-74;79';79;0;second half;0;0
109;G-0111;T-75;P-88416;T-75;43';43;0;first half;0;0
110;G-0113;T-48;P-55392;T-48;69';69;0;second half;0;0
111;G-0110;T-48;P-85884;T-48;29';29;0;first half;0;0
112;G-0109;T-75;P-88416;T-75;7';7;0;first half;0;0
113;G-0112;T-75;P-85334;T-75;66';66;0;second half;0;0
114;G-0114;T-05;P-51711;T-05;8';8;0;first half;0;0
115;G-0116;T-36;P-89034;T-36;60';60;0;second half;0;1
116;G-0115;T-05;P-05719;T-05;51';51;0;second half;0;0
117;G-0117;T-75;P-88416;T-75;18';18;0;first half;0;0
118;G-0120;T-75;P-58205;T-75;78';78;0;second half;0;0
119;G-0119;T-21;P-58983;T-21;49';49;0;second half;0;0
120;G-0118;T-21;P-13470;T-21;24';24;0;first half;0;0
121;G-0121;T-21;P-60513;T-21;82';82;0;second half;0;0
122;G-0124;T-74;P-83366;T-74;82';82;0;second half;0;0
123;G-0123;T-31;P-56231;T-31;63';63;0;second half;0;0
124;G-0122;T-31;P-56231;T-31;60';60;0;second half;0;0
125;G-0125;T-73;P-40752;T-73;30';30;0;first half;0;0
126;G-0126;T-41;P-39512;T-41;44';44;0;first half;0;0
127;G-0127;T-41;P-34536;T-41;11';11;0;first half;0;0
128;G-0129;T-31;P-30818;T-31;62';62;0;second half;0;0
129;G-0130;T-21;P-60513;T-21;69';69;0;second half;0;0
130;G-0131;T-21;P-60513;T-21;80';80;0;second half;0;0
131;G-0128;T-21;P-60513;T-21;21';21;0;first half;0;0
132;G-0132;T-41;P-03545;T-41;19';19;0;first half;0;0
133;G-0135;T-05;P-51711;T-05;28';28;0;first half;0;0
134;G-0133;T-31;P-38753;T-31;1';1;0;first half;0;0
135;G-0134;T-31;P-77348;T-31;27';27;0;first half;0;0
136;G-0136;T-31;P-38753;T-31;42';42;0;first half;0;0
137;G-0137;T-05;P-05609;T-05;54';54;0;second half;0;0
138;G-0138;T-21;P-51219;T-21;71';71;0;second half;0;0
139;G-0140;T-41;P-56703;T-41;95';95;0;extra time, first half;0;0
140;G-0139;T-41;P-03638;T-41;81';81;0;second half;0;0
141;G-0141;T-31;P-15763;T-31;29';29;0;first half;0;0
142;G-0142;T-75;P-85334;T-75;43';43;0;first half;0;0
143;G-0144;T-19;P-77922;T-19;44';44;0;first half;0;0
144;G-0145;T-19;P-56223;T-19;69';69;0;second half;0;0
145;G-0147;T-19;P-77922;T-19;103';103;0;extra time, first half;0;0
146;G-0146;T-61;P-58656;T-61;88';88;0;second half;0;0
147;G-0143;T-61;P-28958;T-61;35';35;0;first half;0;0
148;G-0148;T-61;P-55855;T-61;105';105;0;extra time, first half;0;0
149;G-0151;T-06;P-03499;T-06;38';38;0;first half;0;0
150;G-0149;T-30;P-02281;T-30;1';1;0;first half;0;0
151;G-0150;T-30;P-70804;T-30;16';16;0;first half;0;0
152;G-0152;T-30;P-70804;T-30;69';69;0;second half;0;0
153;G-0154;T-36;P-60977;T-36;15';15;0;first half;0;0
154;G-0155;T-36;P-89034;T-36;28';28;0;first half;0;0
155;G-0156;T-36;P-67652;T-36;35';35;0;first half;0;0
156;G-0153;T-36;P-53740;T-36;13';13;0;first half;0;0
157;G-0158;T-36;P-89034;T-36;89';89;0;second half;0;0
158;G-0157;T-36;P-67652;T-36;76';76;0;second half;0;0
159;G-0160;T-53;P-07024;T-53;83';83;0;second half;0;0
160;G-0161;T-41;P-65885;T-41;94';94;0;extra time, first half;0;0
161;G-0159;T-41;P-58640;T-41;2';2;0;first half;0;0
162;G-0163;T-57;P-72075;T-57;23';23;0;first half;0;1
163;G-0171;T-09;P-09730;T-09;104';104;0;extra time, first half;0;0
164;G-0172;T-57;P-13828;T-57;118';118;0;extra time, second half;0;0
165;G-0168;T-09;P-70927;T-09;71';71;0;second half;0;0
166;G-0166;T-57;P-13828;T-57;53';53;0;second half;0;0
167;G-0164;T-09;P-44339;T-09;25';25;0;first half;0;0
168;G-0170;T-09;P-09730;T-09;93';93;0;extra time, first half;0;0
169;G-0167;T-57;P-13828;T-57;59';59;0;second half;0;0
170;G-0165;T-09;P-70927;T-09;44';44;0;first half;0;0
171;G-0162;T-09;P-09730;T-09;18';18;0;first half;0;0
172;G-0169;T-57;P-13828;T-57;89';89;0;second half;0;0
173;G-0173;T-21;P-53978;T-21;93';93;0;extra time, first half;0;0
174;G-0175;T-21;P-60513;T-21;118';118;0;extra time, second half;0;0
175;G-0174;T-21;P-27945;T-21;111';111;0;extra time, second half;0;0
176;G-0177;T-19;P-77922;T-19;51';51;0;second half;0;0
177;G-0176;T-61;P-55855;T-61;35';35;0;first half;0;0
178;G-0178;T-19;P-77302;T-19;57';57;0;second half;0;0
179;G-0181;T-75;P-81006;T-75;42';42;0;first half;0;0
180;G-0184;T-75;P-85334;T-75;78';78;0;second half;0;0
181;G-0183;T-75;P-85334;T-75;75';75;0;second half;0;0
182;G-0179;T-31;P-53466;T-31;8';8;0;first half;0;0
183;G-0180;T-31;P-42031;T-75;22';22;0;first half;1;0
184;G-0182;T-75;P-50918;T-75;64';64;0;second half;0;0
185;G-0186;T-21;P-60513;T-21;65';65;0;second half;0;1
186;G-0185;T-09;P-09730;T-09;30';30;0;first half;0;0
187;G-0188;T-36;P-67652;T-36;89';89;0;second half;0;0
188;G-0187;T-36;P-89034;T-36;40';40;0;first half;0;0
189;G-0189;T-41;P-76066;T-41;9';9;0;first half;0;0
190;G-0192;T-41;P-65885;T-41;72';72;0;second half;0;0
191;G-0191;T-41;P-65885;T-41;51';51;0;second half;0;0
192;G-0190;T-30;P-78235;T-30;10';10;0;first half;0;0
193;G-0195;T-74;P-58852;T-74;37';37;0;first half;0;0
194;G-0200;T-74;P-38092;T-74;89';89;0;second half;0;0
195;G-0199;T-74;P-97601;T-74;84';84;0;second half;0;0
196;G-0196;T-74;P-58852;T-74;44';44;0;first half;0;0
197;G-0194;T-74;P-58852;T-74;22';22;0;first half;0;0
198;G-0198;T-74;P-38092;T-74;81';81;0;second half;0;0
199;G-0197;T-74;P-94204;T-74;80';80;0;second half;0;0
200;G-0193;T-74;P-38092;T-74;9';9;0;first half;0;0
201;G-0203;T-09;P-81322;T-09;62';62;0;second half;0;0
202;G-0202;T-09;P-09730;T-09;57';57;0;second half;0;0
203;G-0201;T-21;P-64425;T-21;25';25;0;first half;0;0
204;G-0206;T-36;P-24305;T-36;37';37;0;first half;0;0
205;G-0207;T-36;P-67652;T-36;39';39;0;first half;0;0
206;G-0204;T-74;P-97601;T-74;1';1;0;first half;0;0
207;G-0205;T-36;P-90805;T-74;19';19;0;first half;1;0
208;G-0209;T-36;P-67652;T-36;85';85;0;second half;0;0
209;G-0208;T-36;P-89034;T-36;65';65;0;second half;0;0
210;G-0212;T-09;P-44339;T-09;87';87;0;second half;0;0
211;G-0211;T-41;P-34536;T-41;60';60;0;second half;0;1
212;G-0210;T-41;P-76066;T-41;51';51;0;second half;0;0
213;G-0214;T-74;P-97601;T-74;38';38;0;first half;0;0
214;G-0218;T-09;P-70927;T-09;80';80;0;second half;0;0
215;G-0217;T-09;P-09730;T-09;74';74;0;second half;0;0
216;G-0213;T-74;P-79374;T-74;28';28;0;first half;0;0
217;G-0215;T-09;P-44339;T-09;44';44;0;first half;0;0
218;G-0216;T-09;P-09730;T-09;63';63;0;second half;0;0
219;G-0219;T-41;P-76066;T-41;6';6;0;first half;0;0
220;G-0222;T-41;P-76066;T-41;35';35;0;first half;0;0
221;G-0221;T-41;P-65885;T-41;16';16;0;first half;0;0
222;G-0220;T-36;P-24305;T-36;8';8;0;first half;0;0
223;G-0223;T-36;P-89034;T-36;70';70;0;second half;0;0
224;G-0224;T-41;P-65885;T-41;82';82;0;second half;0;0
225;G-0225;T-09;P-49381;T-09;30';30;0;first half;0;0
226;G-0227;T-09;P-17754;T-09;71';71;0;second half;0;0
227;G-0226;T-09;P-44754;T-09;65';65;0;second half;0;0
228;G-0228;T-09;P-49381;T-09;79';79;0;second half;0;0
229;G-0231;T-87;P-87730;T-87;84';84;0;second half;0;0
230;G-0229;T-87;P-50931;T-87;59';59;0;second half;0;0
231;G-0230;T-87;P-07620;T-87;70';70;0;second half;0;0
232;G-0233;T-28;P-71516;T-28;51';51;0;second half;0;0
233;G-0232;T-28;P-89453;T-28;39';39;0;first half;0;0
234;G-0237;T-73;P-65220;T-73;89';89;0;second half;0;0
235;G-0235;T-73;P-24336;T-73;81';81;0;second half;0;0
236;G-0234;T-83;P-88982;T-83;17';17;0;first half;0;0
237;G-0236;T-73;P-26928;T-73;83';83;0;second half;0;0
238;G-0242;T-41;P-49869;T-41;75';75;0;second half;0;0
239;G-0241;T-74;P-03089;T-74;68';68;0;second half;0;0
240;G-0239;T-74;P-03089;T-74;25';25;0;first half;0;0
241;G-0240;T-74;P-91027;T-74;33';33;0;first half;0;0
242;G-0238;T-41;P-51460;T-41;7';7;0;first half;0;0
243;G-0245;T-09;P-17754;T-09;32';32;0;first half;0;0
244;G-0244;T-75;P-80623;T-75;17';17;0;first half;0;0
245;G-0246;T-75;P-80623;T-75;88';88;0;second half;0;0
246;G-0243;T-09;P-83086;T-09;3';3;0;first half;0;0
247;G-0247;T-87;P-83431;T-87;20';20;0;first half;0;0
248;G-0250;T-87;P-07620;T-87;81';81;0;second half;0;0
249;G-0248;T-87;P-23914;T-87;23';23;0;first half;0;0
250;G-0251;T-46;P-36858;T-46;89';89;0;second half;0;1
251;G-0249;T-87;P-23914;T-87;51';51;0;second half;0;0
252;G-0252;T-73;P-26928;T-73;17';17;0;first half;0;0
253;G-0253;T-73;P-65220;T-73;30';30;0;first half;0;0
254;G-0254;T-83;P-62622;T-83;38';38;0;first half;0;0
255;G-0255;T-74;P-87073;T-74;17';17;0;first half;0;0
256;G-0258;T-55;P-95911;T-55;74';74;0;second half;0;0
257;G-0257;T-55;P-31665;T-55;35';35;0;first half;0;0
258;G-0256;T-74;P-52190;T-74;26';26;0;first half;0;0
259;G-0259;T-09;P-49381;T-09;4';4;0;first half;0;0
260;G-0260;T-09;P-73743;T-09;69';69;0;second half;0;0
261;G-0266;T-13;P-86320;T-13;60';60;0;second half;0;0
262;G-0261;T-13;P-14657;T-13;16';16;0;first half;0;0
263;G-0262;T-13;P-86320;T-13;32';32;0;first half;0;0
264;G-0265;T-13;P-56453;T-13;54';54;0;second half;0;0
265;G-0264;T-83;P-59276;T-83;48';48;0;second half;0;1
266;G-0263;T-83;P-37569;T-83;47';47;0;second half;0;0
267;G-0267;T-13;P-92243;T-13;82';82;0;second half;0;0
268;G-0268;T-73;P-65220;T-73;48';48;0;second half;0;0
269;G-0269;T-41;P-51460;T-41;12';12;0;first half;0;0
270;G-0270;T-41;P-00152;T-41;62';62;0;second half;0;0
271;G-0271;T-84;P-18523;T-84;14';14;0;first half;0;0
272;G-0277;T-84;P-84660;T-84;83';83;0;second half;0;0
273;G-0278;T-84;P-16302;T-84;87';87;0;second half;0;0
274;G-0273;T-84;P-38873;T-84;23';23;0;first half;0;0
275;G-0276;T-84;P-38873;T-84;54';54;0;second half;0;0
276;G-0272;T-84;P-36239;T-84;18';18;0;first half;0;0
277;G-0274;T-84;P-18523;T-84;40';40;0;first half;0;0
278;G-0275;T-84;P-18523;T-84;51';51;0;second half;0;0
279;G-0280;T-75;P-98547;T-75;44';44;0;first half;0;0
280;G-0279;T-75;P-69750;T-75;10';10;0;first half;0;0
281;G-0281;T-46;P-22131;T-46;89';89;0;second half;0;0
282;G-0287;T-74;P-91027;T-74;67';67;0;second half;0;1
283;G-0282;T-09;P-49381;T-09;17';17;0;first half;0;0
284;G-0286;T-09;P-49381;T-09;58';58;0;second half;0;0
285;G-0284;T-09;P-22428;T-09;39';39;0;first half;0;0
286;G-0289;T-09;P-22428;T-09;88';88;0;second half;0;0
287;G-0288;T-09;P-99436;T-09;85';85;0;second half;0;0
288;G-0283;T-09;P-49381;T-09;36';36;0;first half;0;0
289;G-0285;T-09;P-49381;T-09;52';52;0;second half;0;0
290;G-0293;T-84;P-65940;T-84;73';73;0;second half;0;0
291;G-0290;T-84;P-16302;T-84;29';29;0;first half;0;0
292;G-0291;T-73;P-26928;T-73;37';37;0;first half;0;0
293;G-0292;T-73;P-26928;T-73;39';39;0;first half;0;0
294;G-0300;T-73;P-24336;T-73;71';71;0;second half;0;0
295;G-0299;T-09;P-73743;T-09;67';67;0;second half;0;0
296;G-0294;T-09;P-49381;T-09;15';15;0;first half;0;0
297;G-0296;T-09;P-22428;T-09;31';31;0;first half;0;0
298;G-0295;T-09;P-44754;T-09;21';21;0;first half;0;0
299;G-0297;T-09;P-22428;T-09;55';55;0;second half;0;0
300;G-0298;T-09;P-49381;T-09;57';57;0;second half;0;0
301;G-0304;T-84;P-18523;T-84;77';77;0;second half;0;0
302;G-0302;T-84;P-16302;T-84;39';39;0;first half;0;0
303;G-0305;T-84;P-18523;T-84;85';85;0;second half;0;0
304;G-0301;T-74;P-52190;T-74;5';5;0;first half;0;0
305;G-0303;T-74;P-87073;T-74;40';40;0;first half;0;0
306;G-0306;T-74;P-87073;T-74;15';15;0;first half;0;0
307;G-0307;T-74;P-59295;T-74;33';33;0;first half;0;0
308;G-0308;T-74;P-52190;T-74;80';80;0;second half;0;0
309;G-0309;T-73;P-65220;T-73;82';82;0;second half;0;0
310;G-0312;T-84;P-16302;T-84;79';79;0;second half;0;0
311;G-0310;T-09;P-21738;T-09;47';47;0;second half;0;0
312;G-0311;T-84;P-38873;T-84;66';66;0;second half;0;0
313;G-0315;T-09;P-15387;T-09;34';34;0;first half;0;0
314;G-0317;T-09;P-08966;T-09;69';69;0;second half;0;0
315;G-0314;T-09;P-76740;T-09;30';30;0;first half;0;0
316;G-0316;T-09;P-15387;T-09;43';43;0;first half;0;0
317;G-0313;T-09;P-17754;T-09;23';23;0;first half;0;0
318;G-0318;T-87;P-00042;T-87;15';15;0;first half;0;0
319;G-0319;T-05;P-85257;T-05;33';33;0;first half;0;0
320;G-0321;T-84;P-38873;T-84;84';84;0;second half;0;0
321;G-0320;T-84;P-18523;T-84;71';71;0;second half;0;0
322;G-0323;T-41;P-75209;T-41;44';44;0;first half;0;0
323;G-0322;T-75;P-63738;T-75;18';18;0;first half;0;0
324;G-0324;T-75;P-14406;T-75;78';78;0;second half;0;0
325;G-0326;T-36;P-29493;T-36;18';18;0;first half;0;0
326;G-0327;T-36;P-07028;T-36;24';24;0;first half;0;0
327;G-0330;T-36;P-93334;T-36;59';59;0;second half;0;0
328;G-0328;T-36;P-07028;T-36;36';36;0;first half;0;0
329;G-0329;T-36;P-07028;T-36;50';50;0;second half;0;0
330;G-0325;T-36;P-12676;T-36;12';12;0;first half;0;0
331;G-0333;T-36;P-12676;T-36;89';89;0;second half;0;0
332;G-0331;T-36;P-42138;T-36;75';75;0;second half;0;0
333;G-0332;T-36;P-42138;T-36;83';83;0;second half;0;0
334;G-0336;T-86;P-33698;T-86;52';52;0;second half;0;0
335;G-0334;T-80;P-71884;T-80;2';2;0;first half;0;0
336;G-0335;T-86;P-63184;T-86;14';14;0;first half;0;0
337;G-0338;T-86;P-05766;T-86;84';84;0;second half;0;0
338;G-0337;T-86;P-71954;T-86;60';60;0;second half;0;0
339;G-0345;T-28;P-81234;T-28;91';91;0;extra time, first half;0;0
340;G-0339;T-06;P-99158;T-06;5';5;0;first half;0;0
341;G-0342;T-28;P-88758;T-28;63';63;0;second half;0;0
342;G-0346;T-06;P-49092;T-28;94';94;0;extra time, first half;1;0
343;G-0340;T-28;P-88758;T-28;26';26;0;first half;0;0
344;G-0341;T-28;P-81234;T-28;36';36;0;first half;0;0
345;G-0344;T-06;P-99158;T-06;71';71;0;second half;0;0
346;G-0343;T-06;P-26664;T-06;67';67;0;second half;0;0
347;G-0347;T-84;P-90496;T-84;17';17;0;first half;0;0
348;G-0353;T-84;P-78277;T-84;85';85;0;second half;0;0
349;G-0349;T-84;P-90496;T-84;47';47;0;second half;0;0
350;G-0350;T-84;P-78277;T-84;54';54;0;second half;0;0
351;G-0351;T-84;P-90496;T-84;57';57;0;second half;0;0
352;G-0352;T-84;P-18523;T-84;83';83;0;second half;0;0
353;G-0348;T-84;P-18523;T-84;30';30;0;first half;0;0
354;G-0354;T-87;P-74352;T-87;48';48;0;second half;0;0
355;G-0355;T-09;P-76740;T-09;69';69;0;second half;0;0
356;G-0359;T-05;P-85257;T-05;24';24;0;first half;0;0
357;G-0360;T-05;P-51339;T-05;65';65;0;second half;0;0
358;G-0358;T-05;P-85257;T-05;21';21;0;first half;0;0
359;G-0357;T-05;P-85257;T-05;4';4;0;first half;0;0
360;G-0356;T-05;P-51339;T-05;3';3;0;first half;0;0
361;G-0361;T-30;P-78417;T-30;19';19;0;first half;0;0
362;G-0363;T-46;P-53183;T-46;54';54;0;second half;0;0
363;G-0365;T-30;P-94605;T-30;88';88;0;second half;0;1
364;G-0362;T-30;P-53255;T-46;46';46;0;second half;1;0
365;G-0364;T-46;P-66576;T-46;85';85;0;second half;0;0
366;G-0371;T-36;P-01173;T-36;54';54;0;second half;0;0
367;G-0370;T-36;P-01173;T-36;52';52;0;second half;0;0
368;G-0373;T-36;P-23830;T-36;75';75;0;second half;0;0
369;G-0375;T-36;P-07028;T-36;78';78;0;second half;0;0
370;G-0366;T-36;P-07028;T-36;3';3;0;first half;0;0
371;G-0368;T-36;P-07028;T-36;21';21;0;first half;0;0
372;G-0376;T-86;P-58241;T-86;84';84;0;second half;0;0
373;G-0372;T-36;P-07028;T-36;69';69;0;second half;0;0
374;G-0367;T-36;P-12676;T-36;17';17;0;first half;0;0
375;G-0374;T-86;P-08136;T-86;77';77;0;second half;0;0
376;G-0369;T-86;P-57739;T-86;25';25;0;first half;0;0
377;G-0378;T-80;P-92456;T-80;24';24;0;first half;0;0
378;G-0383;T-80;P-15472;T-80;76';76;0;second half;0;0
379;G-0377;T-80;P-71884;T-80;10';10;0;first half;0;0
380;G-0382;T-80;P-04515;T-80;70';70;0;second half;0;0
381;G-0380;T-80;P-04515;T-80;37';37;0;first half;0;0
382;G-0381;T-80;P-04515;T-80;64';64;0;second half;0;0
383;G-0379;T-80;P-71884;T-80;30';30;0;first half;0;0
384;G-0384;T-41;P-00152;T-41;41';41;0;first half;0;1
385;G-0385;T-41;P-32442;T-41;48';48;0;second half;0;0
386;G-0388;T-06;P-99158;T-06;81';81;0;second half;0;0
387;G-0387;T-41;P-45203;T-41;78';78;0;second half;0;0
388;G-0386;T-41;P-64967;T-41;58';58;0;second half;0;0
389;G-0390;T-28;P-25319;T-28;69';69;0;second half;0;0
390;G-0389;T-28;P-82512;T-28;43';43;0;first half;0;0
391;G-0393;T-80;P-04447;T-80;21';21;0;first half;0;0
392;G-0395;T-86;P-05766;T-86;60';60;0;second half;0;0
393;G-0396;T-86;P-09973;T-86;62';62;0;second half;0;0
394;G-0397;T-86;P-05766;T-86;77';77;0;second half;0;0
395;G-0392;T-86;P-63184;T-86;12';12;0;first half;0;0
396;G-0391;T-86;P-71954;T-86;7';7;0;first half;0;0
397;G-0394;T-86;P-05766;T-86;30';30;0;first half;0;0
398;G-0399;T-80;P-92456;T-80;82';82;0;second half;0;0
399;G-0398;T-86;P-63184;T-86;79';79;0;second half;0;0
400;G-0401;T-75;P-63738;T-75;48';48;0;second half;0;0
401;G-0404;T-75;P-80623;T-75;90';90;0;second half;0;0
402;G-0402;T-41;P-17534;T-41;67';67;0;second half;0;0
403;G-0400;T-75;P-14406;T-75;14';14;0;first half;0;0
404;G-0403;T-75;P-14406;T-75;85';85;0;second half;0;0
405;G-0414;T-05;P-35865;T-05;53';53;0;second half;0;0
406;G-0415;T-75;P-14406;T-75;60';60;0;second half;0;0
407;G-0416;T-05;P-85257;T-05;76';76;0;second half;0;0
408;G-0406;T-75;P-14406;T-75;17';17;0;first half;0;0
409;G-0405;T-75;P-63738;T-75;16';16;0;first half;0;0
410;G-0408;T-05;P-35865;T-05;25';25;0;first half;0;0
411;G-0411;T-05;P-53882;T-05;32';32;0;first half;0;0
412;G-0410;T-05;P-35865;T-05;27';27;0;first half;0;0
413;G-0413;T-75;P-63738;T-75;39';39;0;first half;0;0
414;G-0412;T-05;P-26700;T-05;34';34;0;first half;0;0
415;G-0409;T-05;P-26700;T-05;26';26;0;first half;0;0
416;G-0407;T-75;P-14406;T-75;19';19;0;first half;0;0
417;G-0419;T-84;P-65940;T-84;39';39;0;first half;0;0
418;G-0417;T-84;P-90496;T-84;5';5;0;first half;0;0
419;G-0422;T-84;P-66683;T-84;78';78;0;second half;0;0
