;matches_home_team_id;home_team_name;home_mens_team;home_womens_team;home_womens_team;home_region_name
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-84;Uruguay;1;0;0;South America
;T-84;Uruguay;1;0;0;South America
;T-84;Uruguay;1;0;0;South America
;T-73;Spain;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-13;Chile;1;1;1;South America
;T-13;Chile;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-46;Mexico;1;1;1;North America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-51;North Korea;1;1;1;East Asia
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-28;England;1;1;1;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-46;Mexico;1;1;1;North America
;T-84;Uruguay;1;0;0;South America
;T-84;Uruguay;1;0;0;South America
;T-28;England;1;1;1;Europe
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-84;Uruguay;1;0;0;South America
;T-61;Romania;1;0;0;Europe
;T-61;Romania;1;0;0;Europe
;T-61;Romania;1;0;0;Europe
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-46;Mexico;1;1;1;North America
;T-46;Mexico;1;1;1;North America
;T-46;Mexico;1;1;1;North America
;T-46;Mexico;1;1;1;North America
;T-74;Sweden;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-74;Sweden;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-46;Mexico;1;1;1;North America
;T-41;Italy;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-86;West Germany;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-24;East Germany;1;0;0;Europe
;T-24;East Germany;1;0;0;Europe
;T-88;Zaire;1;0;0;Africa
;T-88;Zaire;1;0;0;Africa
;T-74;Sweden;1;1;1;Europe
;T-84;Uruguay;1;0;0;South America
;T-84;Uruguay;1;0;0;South America
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-04;Australia;1;1;1;Oceania
;T-04;Australia;1;1;1;Oceania
;T-04;Australia;1;1;1;Oceania
;T-13;Chile;1;1;1;South America
;T-13;Chile;1;1;1;South America
;T-64;Scotland;1;1;1;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-48;Netherlands;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-34;Haiti;1;0;0;Caribbean
;T-34;Haiti;1;0;0;Caribbean
;T-34;Haiti;1;0;0;Caribbean
;T-34;Haiti;1;0;0;Caribbean
;T-34;Haiti;1;0;0;Caribbean
;T-34;Haiti;1;0;0;Caribbean
;T-34;Haiti;1;0;0;Caribbean
;T-04;Australia;1;1;1;Oceania
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-88;Zaire;1;0;0;Africa
;T-88;Zaire;1;0;0;Africa
;T-88;Zaire;1;0;0;Africa
;T-24;East Germany;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-74;Sweden;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-24;East Germany;1;0;0;Europe
;T-24;East Germany;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-74;Sweden;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-86;West Germany;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-79;Tunisia;1;0;0;Africa
;T-79;Tunisia;1;0;0;Africa
;T-79;Tunisia;1;0;0;Africa
;T-79;Tunisia;1;0;0;Africa
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-57;Poland;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-05;Austria;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-48;Netherlands;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-03;Argentina;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-73;Spain;1;1;1;Europe
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-56;Peru;1;0;0;South America
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-56;Peru;1;0;0;South America
;T-41;Italy;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-41;Italy;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-56;Peru;1;0;0;South America
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-13;Chile;1;1;1;South America
;T-21;Czechoslovakia;1;0;0;Europe
;T-21;Czechoslovakia;1;0;0;Europe
;T-87;Yugoslavia;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-57;Poland;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-35;Honduras;1;0;0;Central America
;T-35;Honduras;1;0;0;Central America
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-35;Honduras;1;0;0;Central America
;T-86;West Germany;1;0;0;Europe
;T-28;England;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-05;Austria;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-86;West Germany;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-05;Austria;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-10;Bulgaria;1;0;0;Europe
;T-73;Spain;1;1;1;Europe
;T-12;Canada;1;1;1;North America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-47;Morocco;1;0;0;Africa
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-58;Portugal;1;0;0;Europe
;T-55;Paraguay;1;0;0;South America
;T-84;Uruguay;1;0;0;South America
;T-84;Uruguay;1;0;0;South America
;T-64;Scotland;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-71;South Korea;1;1;1;East Asia
;T-71;South Korea;1;1;1;East Asia
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-09;Brazil;1;1;1;South America
;T-28;England;1;1;1;Europe
;T-46;Mexico;1;1;1;North America
;T-46;Mexico;1;1;1;North America
;T-52;Northern Ireland;1;0;0;Europe
;T-52;Northern Ireland;1;0;0;Europe
;T-52;Northern Ireland;1;0;0;Europe
;T-57;Poland;1;0;0;Europe
;T-39;Iraq;1;0;0;Middle East
;T-39;Iraq;1;0;0;Middle East
;T-39;Iraq;1;0;0;Middle East
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-36;Hungary;1;0;0;Europe
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-71;South Korea;1;1;1;East Asia
;T-71;South Korea;1;1;1;East Asia
;T-71;South Korea;1;1;1;East Asia
;T-71;South Korea;1;1;1;East Asia
;T-71;South Korea;1;1;1;East Asia
;T-39;Iraq;1;0;0;Middle East
;T-55;Paraguay;1;0;0;South America
;T-55;Paraguay;1;0;0;South America
;T-55;Paraguay;1;0;0;South America
;T-55;Paraguay;1;0;0;South America
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-58;Portugal;1;0;0;Europe
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-01;Algeria;1;0;0;Africa
;T-52;Northern Ireland;1;0;0;Europe
;T-52;Northern Ireland;1;0;0;Europe
;T-52;Northern Ireland;1;0;0;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-64;Scotland;1;1;1;Europe
;T-46;Mexico;1;1;1;North America
;T-46;Mexico;1;1;1;North America
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-41;Italy;1;1;1;Europe
;T-41;Italy;1;1;1;Europe
;T-47;Morocco;1;0;0;Africa
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-22;Denmark;1;1;1;Europe
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-73;Spain;1;1;1;Europe
;T-73;Spain;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-30;France;1;1;1;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-03;Argentina;1;1;1;South America
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-72;Soviet Union;1;0;0;Europe, Asia
;T-82;United Arab Emirates;1;0;0;Middle East
;T-82;United Arab Emirates;1;0;0;Middle East
;T-41;Italy;1;1;1;Europe
;T-83;United States;1;1;1;North America
;T-83;United States;1;1;1;North America
;T-83;United States;1;1;1;North America
;T-83;United States;1;1;1;North America
;T-83;United States;1;1;1;North America
;T-83;United States;1;1;1;North America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-09;Brazil;1;1;1;South America
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-86;West Germany;1;0;0;Europe
;T-17;Costa Rica;1;1;1;Central America
;T-28;England;1;1;1;Europe
;T-28;England;1;1;1;Europe
;T-06;Belgium;1;0;0;Europe
;T-06;Belgium;1;0;0;Europe
;T-48;Netherlands;1;1;1;Europe
;T-48;Netherlands;1;1;1;Europe
